Freq.	V(vout3)/(V(vp)-V(vm))
1.44543977074590e+005	(-3.75929386318521e+001dB,1.12363694605532e+002°)
1.47910838816818e+005	(-3.77836898262167e+001dB,1.09821809947137e+002°)
1.51356124843618e+005	(-3.79690254589820e+001dB,1.07353531438632e+002°)
1.54881661891245e+005	(-3.81497149262853e+001dB,1.04955262608912e+002°)
1.58489319246108e+005	(-3.83264350940647e+001dB,1.02623172605735e+002°)
1.62181009735890e+005	(-3.84997760988076e+001dB,1.00353278811395e+002°)
1.65958690743753e+005	(-3.86702479381496e+001dB,9.81415146060472e+001°)
1.69824365246171e+005	(-3.88382874120950e+001dB,9.59837838039429e+001°)
1.73780082874934e+005	(-3.90042651109261e+001dB,9.38760032475850e+001°)
1.77827941003889e+005	(-3.91684922206769e+001dB,9.18141352212608e+001°)
1.81970085860995e+005	(-3.93312269943020e+001dB,8.97942113193556e+001°)
1.86208713666283e+005	(-3.94926807892058e+001dB,8.78123490778742e+001°)
1.90546071796321e+005	(-3.96530236204731e+001dB,8.58647627251996e+001°)
1.94984459975800e+005	(-3.98123892101213e+001dB,8.39477691692573e+001°)
1.99526231496884e+005	(-3.99708795350858e+001dB,8.20577900925933e+001°)
2.04173794466949e+005	(-4.01285688915181e+001dB,8.01913510232383e+001°)
2.08929613085400e+005	(-4.02855075030519e+001dB,7.83450779533770e+001°)
2.13796208950219e+005	(-4.04417247180910e+001dB,7.65156921702228e+001°)
2.18776162394951e+005	(-4.05972318177076e+001dB,7.47000034675452e+001°)
2.23872113856829e+005	(-4.07520244899607e+001dB,7.28949023994849e+001°)
2.29086765276772e+005	(-4.09060850037901e+001dB,7.10973515135336e+001°)
2.34422881531987e+005	(-4.10593841169494e+001dB,6.93043760300573e+001°)
2.39883291901944e+005	(-4.12118827614620e+001dB,6.75130538581596e+001°)
2.45470891568498e+005	(-4.13635335339220e+001dB,6.57205052361294e+001°)
2.51188643150953e+005	(-4.15142820369685e+001dB,6.39238820123144e+001°)
2.57039578276881e+005	(-4.16640680831840e+001dB,6.21203564728860e+001°)
2.63026799189533e+005	(-4.18128268094242e+001dB,6.03071099544617e+001°)
2.69153480392686e+005	(-4.19604897304440e+001dB,5.84813210320065e+001°)
2.75422870333811e+005	(-4.21069857445861e+001dB,5.66401533463719e+001°)
2.81838293126439e+005	(-4.22522421380428e+001dB,5.47807430327865e+001°)
2.88403150312654e+005	(-4.23961856149653e+001dB,5.29001857060907e+001°)
2.95120922666632e+005	(-4.25387433784777e+001dB,5.09955229567381e+001°)
3.01995172040195e+005	(-4.26798443066513e+001dB,4.90637282623344e+001°)
3.09029543251352e+005	(-4.28194202503512e+001dB,4.71016923399832e+001°)
3.16227766016831e+005	(-4.29574075068735e+001dB,4.51062078296111e+001°)
3.23593656929621e+005	(-4.30937485073729e+001dB,4.30739533804636e+001°)
3.31131121482584e+005	(-4.32283937748825e+001dB,4.10014769394952e+001°)
3.38844156139195e+005	(-4.33613042153708e+001dB,3.88851784722823e+001°)
3.46736850452524e+005	(-4.34924538101260e+001dB,3.67212921010018e+001°)
3.54813389233568e+005	(-4.36218327910062e+001dB,3.45058677031028e+001°)
3.63078054770093e+005	(-4.37494513827120e+001dB,3.22347522762044e+001°)
3.71535229097164e+005	(-4.38753442306334e+001dB,2.99035712891209e+001°)
3.80189396320553e+005	(-4.39995756181992e+001dB,2.75077106357281e+001°)
3.89045144994272e+005	(-4.41222456016131e+001dB,2.50422995292317e+001°)
3.98107170553488e+005	(-4.42434972185682e+001dB,2.25021955553423e+001°)
4.07380277804104e+005	(-4.43635248969672e+001dB,1.98819728164767e+001°)
4.16869383470326e+005	(-4.44825842313963e+001dB,1.71759149778029e+001°)
4.26579518801583e+005	(-4.46010032552860e+001dB,1.43780149138532e+001°)
4.36515832240156e+005	(-4.47191953292889e+001dB,1.14819840727375e+001°)
4.46683592150953e+005	(-4.48376737035282e+001dB,8.48127452912484e+000°)
4.57088189614865e+005	(-4.49570677403425e+001dB,5.36911796646498e+000°)
4.67735141287188e+005	(-4.50781406298218e+001dB,2.13858647730540e+000°)
4.78630092322628e+005	(-4.52018082545457e+001dB,-1.21731898657376e+000°)
4.89778819368435e+005	(-4.53291585747411e+001dB,-4.70554630856863e+000°)
5.01187233627261e+005	(-4.54614705316460e+001dB,-8.33282926740184e+000°)
5.12861383991353e+005	(-4.56002310197144e+001dB,-1.21054777271915e+001°)
5.24807460249761e+005	(-4.57471479102648e+001dB,-1.60291160932130e+001°)
5.37031796370241e+005	(-4.59041565229824e+001dB,-2.01083681969885e+001°)
5.49540873857612e+005	(-4.60734163743450e+001dB,-2.43464916151316e+001°)
5.62341325190336e+005	(-4.62572946309991e+001dB,-2.87449718178439e+001°)
5.75439937337144e+005	(-4.64583326660089e+001dB,-3.33030962629914e+001°)
5.88843655355575e+005	(-4.66791926635655e+001dB,-3.80175398586336e+001°)
6.02559586074344e+005	(-4.69225825888452e+001dB,-4.28820048807444e+001°)
6.16595001861468e+005	(-4.71911601305985e+001dB,-4.78869673569578e+001°)
6.30957344480179e+005	(-4.74874194369074e+001dB,-5.30195855645834e+001°)
6.45654229034641e+005	(-4.78135680697962e+001dB,-5.82638194280846e+001°)
6.60693448007581e+005	(-4.81714050663596e+001dB,-6.36007924618235e+001°)
6.76082975391966e+005	(-4.85622131900713e+001dB,-6.90093984065762e+001°)
6.91830970918920e+005	(-4.89866785961410e+001dB,-7.44671190962329e+001°)
7.07945784384122e+005	(-4.94448486883958e+001dB,-7.99509845691146e+001°)
7.24435960074973e+005	(-4.99361341109107e+001dB,-8.54385808405074e+001°)
7.41310241300900e+005	(-5.04593546760349e+001dB,-9.09090020840018e+001°)
7.58577575029166e+005	(-5.10128227668111e+001dB,-9.63436536254391e+001°)
7.76247116628674e+005	(-5.15944532080784e+001dB,-1.01726839782675e+002°)
7.94328234724263e+005	(-5.22018862730496e+001dB,-1.07046105495978e+002°)
8.12830516164080e+005	(-5.28326108766673e+001dB,-1.12292336956948e+002°)
8.31763771102652e+005	(-5.34840772719736e+001dB,-1.17459653967024e+002°)
8.51138038202357e+005	(-5.41537921226519e+001dB,-1.22545144374473e+002°)
8.70963589956060e+005	(-5.48393923946514e+001dB,-1.27548495735289e+002°)
8.91250938133725e+005	(-5.55386976949585e+001dB,-1.32471576048130e+002°)
9.12010839355888e+005	(-5.62497428287124e+001dB,-1.37318005441653e+002°)
9.33254300796969e+005	(-5.69707937120865e+001dB,-1.42092749483099e+002°)
9.54992586021413e+005	(-5.77003503026505e+001dB,-1.46801753421392e+002°)
9.77237220955787e+005	(-5.84371400095804e+001dB,-1.51451626883745e+002°)
9.99999999999976e+005	(-5.91801047785948e+001dB,-1.56049381796824e+002°)
1.02329299228073e+006	(-5.99283843649338e+001dB,-1.60602221165297e+002°)
1.04712854805087e+006	(-6.06812977710493e+001dB,-1.65117373957257e+002°)
1.07151930523758e+006	(-6.14383242526559e+001dB,-1.69601969510268e+002°)
1.09647819614316e+006	(-6.21990848997274e+001dB,-1.74062945009435e+002°)
1.12201845430194e+006	(-6.29633253470286e+001dB,-1.78506979471215e+002°)
1.14815362149686e+006	(-6.37308999660366e+001dB,1.77059551531114e+002°)
1.17489755493950e+006	(-6.45017576674001e+001dB,1.72630605214462e+002°)
1.20226443461738e+006	(-6.52759292693854e+001dB,1.68200489182348e+002°)
1.23026877081235e+006	(-6.60535163752746e+001dB,1.63763870361979e+002°)
1.25892541179414e+006	(-6.68346816277958e+001dB,1.59315777893719e+002°)
1.28824955169310e+006	(-6.76196401837173e+001dB,1.54851601845452e+002°)
1.31825673855638e+006	(-6.84086522590952e+001dB,1.50367089338349e+002°)
1.34896288259162e+006	(-6.92020165508199e+001dB,1.45858339168701e+002°)
1.38038426460285e+006	(-7.00000644421966e+001dB,1.41321795682393e+002°)
1.41253754462272e+006	(-7.08031547966487e+001dB,1.36754242544183e+002°)
1.44543977074589e+006	(-7.16116692389877e+001dB,1.32152796518749e+002°)
1.47910838816817e+006	(-7.24260077921263e+001dB,1.27514901685267e+002°)
1.51356124843617e+006	(-7.32465847898255e+001dB,1.22838323883838e+002°)
1.54881661891244e+006	(-7.40738249647820e+001dB,1.18121145455166e+002°)
1.58489319246107e+006	(-7.49081596612348e+001dB,1.13361760055751e+002°)
1.62181009735889e+006	(-7.57500230668466e+001dB,1.08558867408498e+002°)
1.65958690743752e+006	(-7.65998485066775e+001dB,1.03711467583354e+002°)
1.69824365246170e+006	(-7.74580646712190e+001dB,9.88188547260708e+001°)
1.73780082874933e+006	(-7.83250918436758e+001dB,9.38806096986547e+001°)
1.77827941003888e+006	(-7.92013380623370e+001dB,8.88965915193226e+001°)
1.81970085860994e+006	(-8.00871952659173e+001dB,8.38669270915217e+001°)
1.86208713666282e+006	(-8.09830354161748e+001dB,7.87919991455208e+001°)
1.90546071796320e+006	(-8.18892066266112e+001dB,7.36724318920482e+001°)
1.94984459975800e+006	(-8.28060293922317e+001dB,6.85090743800356e+001°)
1.99526231496883e+006	(-8.37337928483947e+001dB,6.33029812133183e+001°)
2.04173794466948e+006	(-8.46727512526277e+001dB,5.80553907106796e+001°)
2.08929613085399e+006	(-8.56231206506014e+001dB,5.27677002124489e+001°)
2.13796208950218e+006	(-8.65850758159557e+001dB,4.74414388632332e+001°)
2.18776162394950e+006	(-8.75587475612471e+001dB,4.20782378696588e+001°)
2.23872113856828e+006	(-8.85442204087263e+001dB,3.66797982718241e+001°)
2.29086765276772e+006	(-8.95415307316365e+001dB,3.12478568440203e+001°)
2.34422881531986e+006	(-9.05506653873510e+001dB,2.57841502284425e+001°)
2.39883291901943e+006	(-9.15715608825188e+001dB,2.02903777482558e+001°)
2.45470891568497e+006	(-9.26041030920534e+001dB,1.47681632985152e+001°)
2.51188643150952e+006	(-9.36481275455226e+001dB,9.21901691961949e+000°)
2.57039578276880e+006	(-9.47034202483489e+001dB,3.64429626041583e+000°)
2.63026799189532e+006	(-9.57697191092749e+001dB,-1.95483143170729e+000°)
2.69153480392685e+006	(-9.68467158273512e+001dB,-7.57742651147925e+000°)
2.75422870333810e+006	(-9.79340583018563e+001dB,-1.32228130440684e+001°)
2.81838293126438e+006	(-9.90313534662293e+001dB,-1.88906134755488e+001°)
2.88403150312653e+006	(-1.00138170528393e+002dB,-2.45807817876827e+001°)
2.95120922666631e+006	(-1.01254044553314e+002dB,-3.02936349398054e+001°)
3.01995172040194e+006	(-1.02378480334127e+002dB,-3.60298828569507e+001°)
3.09029543251351e+006	(-1.03510956541584e+002dB,-4.17906567703298e+001°)
3.16227766016830e+006	(-1.04650930085535e+002dB,-4.75775363374698e+001°)
3.23593656929620e+006	(-1.05797840680045e+002dB,-5.33925756439259e+001°)
3.31131121482583e+006	(-1.06951115632129e+002dB,-5.92383285906971e+001°)
3.38844156139194e+006	(-1.08110174813283e+002dB,-6.51178737775269e+001°)
3.46736850452523e+006	(-1.09274435907090e+002dB,-7.10348394944153e+001°)
3.54813389233566e+006	(-1.10443319915601e+002dB,-7.69934291107176e+001°)
3.63078054770092e+006	(-1.11616257080354e+002dB,-8.29984472629777e+001°)
3.71535229097163e+006	(-1.12792693265632e+002dB,-8.90553270014626e+001°)
3.80189396320551e+006	(-1.13972096932662e+002dB,-9.51701584926824e+001°)
3.89045144994271e+006	(-1.15153966923682e+002dB,-1.01349719031815e+002°)
3.98107170553487e+006	(-1.16337841173366e+002dB,-1.07601504600422e+002°)
4.07380277804102e+006	(-1.17523306640745e+002dB,-1.13933762607974e+002°)
4.16869383470325e+006	(-1.18710010687593e+002dB,-1.20355525491225e+002°)
4.26579518801582e+006	(-1.19897674225893e+002dB,-1.26876644158008e+002°)
4.36515832240155e+006	(-1.21086106964000e+002dB,-1.33507820112195e+002°)
4.46683592150952e+006	(-1.22275225159546e+002dB,-1.40260634351735e+002°)
4.57088189614863e+006	(-1.23465072233376e+002dB,-1.47147570523173e+002°)
4.67735141287186e+006	(-1.24655842736671e+002dB,-1.54182028823774e+002°)
4.78630092322626e+006	(-1.25847910054427e+002dB,-1.61378325900543e+002°)
4.89778819368433e+006	(-1.27041858256749e+002dB,-1.68751674912994e+002°)
5.01187233627259e+006	(-1.28238518420114e+002dB,-1.76318138087700e+002°)
5.12861383991351e+006	(-1.29439009574571e+002dB,1.75905458084105e+002°)
5.24807460249759e+006	(-1.30644784220452e+002dB,1.67901656368171e+002°)
5.37031796370239e+006	(-1.31857677919871e+002dB,1.59652565388402e+002°)
5.49540873857610e+006	(-1.33079961978891e+002dB,1.51140135025871e+002°)
5.62341325190334e+006	(-1.34314397437505e+002dB,1.42346529161515e+002°)
5.75439937337142e+006	(-1.35564287564745e+002dB,1.33254613424129e+002°)
5.88843655355574e+006	(-1.36833524811240e+002dB,1.23848576194485e+002°)
6.02559586074342e+006	(-1.38126626671077e+002dB,1.14114695767761e+002°)
6.16595001861466e+006	(-1.39448753274599e+002dB,1.04042259458695e+002°)
6.30957344480177e+006	(-1.40805698019663e+002dB,9.36246265867331e+001°)
6.45654229034639e+006	(-1.42203841448364e+002dB,8.28604081012195e+001°)
6.60693448007579e+006	(-1.43650058375158e+002dB,7.17547097199141e+001°)
6.76082975391964e+006	(-1.45151569592697e+002dB,6.03203548156479e+001°)
6.91830970918918e+006	(-1.46715732885169e+002dB,4.85789719564738e+001°)
7.07945784384119e+006	(-1.48349773910629e+002dB,3.65618051903324e+001°)
7.24435960074971e+006	(-1.50060465794781e+002dB,2.43100935365954e+001°)
7.41310241300898e+006	(-1.51853776032574e+002dB,1.18748760807346e+001°)
7.58577575029164e+006	(-1.53734509043887e+002dB,-6.83879422988809e-001°)
7.76247116628671e+006	(-1.55705979897038e+002dB,-1.32988547911236e+001°)
7.94328234724260e+006	(-1.57769756988387e+002dB,-2.58976014967699e+001°)
8.12830516164078e+006	(-1.59925506918789e+002dB,-3.84052364518759e+001°)
8.31763771102649e+006	(-1.62170963307635e+002dB,-5.07473639632845e+001°)
8.51138038202354e+006	(-1.64502024714702e+002dB,-6.28529311055169e+001°)
8.70963589956057e+006	(-1.66912968778339e+002dB,-7.46567337089963e+001°)
8.91250938133722e+006	(-1.69396754283345e+002dB,-8.61013517599573e+001°)
9.12010839355885e+006	(-1.71945373603374e+002dB,-9.71383897675664e+001°)
9.33254300796966e+006	(-1.74550216209028e+002dB,-1.07729004885788e+002°)
9.54992586021410e+006	(-1.77202408961059e+002dB,-1.17843798817179e+002°)
9.77237220955784e+006	(-1.79893108448400e+002dB,-1.27462212651651e+002°)
9.99999999999973e+006	(-1.82613731706300e+002dB,-1.36571591546129e+002°)
1.02329299228073e+007	(-1.85356121954254e+002dB,-1.45166082615006e+002°)
1.04712854805087e+007	(-1.88112653884837e+002dB,-1.53245504761001e+002°)
1.07151930523758e+007	(-1.90876288067743e+002dB,-1.60814293703772e+002°)
1.09647819614316e+007	(-1.93640586513404e+002dB,-1.67880588571773e+002°)
1.12201845430193e+007	(-1.96399701813546e+002dB,-1.74455492761845e+002°)
1.14815362149685e+007	(-1.99148351405683e+002dB,1.79447485055151e+002°)
1.17489755493950e+007	(-2.01881786845973e+002dB,1.73812824471732e+002°)
1.20226443461738e+007	(-2.04595765926354e+002dB,1.68623250573571e+002°)
1.23026877081235e+007	(-2.07286533276531e+002dB,1.63859893569257e+002°)
1.25892541179413e+007	(-2.09950812820837e+002dB,1.59502394757374e+002°)
1.28824955169310e+007	(-2.12585813135914e+002dB,1.55529004400655e+002°)
1.31825673855637e+007	(-2.15189244524948e+002dB,1.51916714076638e+002°)
1.34896288259162e+007	(-2.17759344543354e+002dB,1.48641459275396e+002°)
1.38038426460285e+007	(-2.20294907082749e+002dB,1.45678416504709e+002°)
1.41253754462272e+007	(-2.22795309147850e+002dB,1.43002404472812e+002°)
1.44543977074589e+007	(-2.25260529413369e+002dB,1.40588382548858e+002°)
1.47910838816817e+007	(-2.27691153590301e+002dB,1.38412024242946e+002°)
1.51356124843617e+007	(-2.30088363506842e+002dB,1.36450331906896e+002°)
1.54881661891244e+007	(-2.32453909237310e+002dB,1.34682253727349e+002°)
1.58489319246107e+007	(-2.34790066230226e+002dB,1.33089266243754e+002°)
1.62181009735889e+007	(-2.37099581588987e+002dB,1.31655895127595e+002°)
1.65958690743751e+007	(-2.39385615193767e+002dB,1.30370161726781e+002°)
1.69824365246170e+007	(-2.41651681905706e+002dB,1.29223960566108e+002°)
1.73780082874933e+007	(-2.43901600817682e+002dB,1.28213391327115e+002°)
1.77827941003887e+007	(-2.46139456493578e+002dB,1.27339086314413e+002°)
1.81970085860993e+007	(-2.48369575672353e+002dB,1.26606591308982e+002°)
1.86208713666282e+007	(-2.50596521119201e+002dB,1.26026875613148e+002°)
1.90546071796319e+007	(-2.52825102152246e+002dB,1.25617069529825e+002°)
1.94984459975799e+007	(-2.55060398426652e+002dB,1.25401559817012e+002°)
1.99526231496882e+007	(-2.57307788716576e+002dB,1.25413623265844e+002°)
2.04173794466947e+007	(-2.59572967431641e+002dB,1.25697855770247e+002°)
2.08929613085398e+007	(-2.61861913682207e+002dB,1.26313771946896e+002°)
2.13796208950217e+007	(-2.64180741186974e+002dB,1.27341119855359e+002°)
2.18776162394949e+007	(-2.66535282382133e+002dB,1.28887668518093e+002°)
2.23872113856828e+007	(-2.68930106933523e+002dB,1.31100389028483e+002°)
2.29086765276771e+007	(-2.71366369518021e+002dB,1.34180673715493e+002°)
2.34422881531986e+007	(-2.73837316765348e+002dB,1.38402222357620e+002°)
2.39883291901942e+007	(-2.76319450791430e+002dB,1.44122751225059e+002°)
2.45470891568496e+007	(-2.78757072710378e+002dB,1.51759533459961e+002°)
2.51188643150951e+007	(-2.81042216432991e+002dB,1.61657507745231e+002°)
2.57039578276879e+007	(-2.83009697763821e+002dB,1.73765088273862e+002°)
2.63026799189531e+007	(-2.84490911614186e+002dB,-1.72757707342321e+002°)
2.69153480392684e+007	(-2.85426873631558e+002dB,-1.59437837717800e+002°)
2.75422870333809e+007	(-2.85918113125168e+002dB,-1.47657394004425e+002°)
2.81838293126437e+007	(-2.86139419871714e+002dB,-1.37994771104651e+002°)
2.88403150312652e+007	(-2.86237357983838e+002dB,-1.30343683727772e+002°)
2.95120922666630e+007	(-2.86299098992227e+002dB,-1.24325186262229e+002°)
3.01995172040193e+007	(-2.86365960409635e+002dB,-1.19548943738114e+002°)
3.09029543251350e+007	(-2.86453073935283e+002dB,-1.15701492532717e+002°)
3.16227766016829e+007	(-2.86562750474159e+002dB,-1.12553743612606e+002°)
3.23593656929619e+007	(-2.86691799781278e+002dB,-1.09944880519933e+002°)
3.31131121482582e+007	(-2.86835188655876e+002dB,-1.07764072954597e+002°)
3.38844156139193e+007	(-2.86987768126207e+002dB,-1.05935625785417e+002°)
3.46736850452522e+007	(-2.87145029640274e+002dB,-1.04408033384098e+002°)
3.54813389233565e+007	(-2.87303379343599e+002dB,-1.03146172531999e+002°)
3.63078054770091e+007	(-2.87460174420739e+002dB,-1.02125797551075e+002°)
3.71535229097162e+007	(-2.87613644698833e+002dB,-1.01329687645479e+002°)
3.80189396320550e+007	(-2.87762763794510e+002dB,-1.00744982753109e+002°)
3.89045144994270e+007	(-2.87907104687699e+002dB,-1.00361380248548e+002°)
3.98107170553486e+007	(-2.88046699086553e+002dB,-1.00169955841945e+002°)
4.07380277804101e+007	(-2.88181911052754e+002dB,-1.00162432790459e+002°)
4.16869383470324e+007	(-2.88313329839679e+002dB,-1.00330766137790e+002°)
4.26579518801581e+007	(-2.88441683336411e+002dB,-1.00666940676145e+002°)
4.36515832240154e+007	(-2.88567771254830e+002dB,-1.01162906610624e+002°)
4.46683592150950e+007	(-2.88692415886932e+002dB,-1.01810597349309e+002°)
4.57088189614862e+007	(-2.88816427647080e+002dB,-1.02601990310709e+002°)
4.67735141287185e+007	(-2.88940582483873e+002dB,-1.03529184521854e+002°)
4.78630092322625e+007	(-2.89065608422366e+002dB,-1.04584478479597e+002°)
4.89778819368432e+007	(-2.89192178848125e+002dB,-1.05760438888157e+002°)
5.01187233627258e+007	(-2.89320910553338e+002dB,-1.07049955671995e+002°)
5.12861383991350e+007	(-2.89452364980688e+002dB,-1.08446281907368e+002°)
5.24807460249758e+007	(-2.89587051472702e+002dB,-1.09943059209185e+002°)
5.37031796370237e+007	(-2.89725431652887e+002dB,-1.11534330198031e+002°)
5.49540873857609e+007	(-2.89867924318606e+002dB,-1.13214540093773e+002°)
5.62341325190333e+007	(-2.90014910426977e+002dB,-1.14978529625434e+002°)
5.75439937337140e+007	(-2.90166737901634e+002dB,-1.16821521285380e+002°)
5.88843655355572e+007	(-2.90323726098734e+002dB,-1.18739100758964e+002°)
6.02559586074340e+007	(-2.90486169845845e+002dB,-1.20727195069316e+002°)
6.16595001861464e+007	(-2.90654343019303e+002dB,-1.22782048699344e+002°)
6.30957344480175e+007	(-2.90828501659693e+002dB,-1.24900198695946e+002°)
6.45654229034637e+007	(-2.91008886647434e+002dB,-1.27078449553469e+002°)
6.60693448007577e+007	(-2.91195725969615e+002dB,-1.29313848439780e+002°)
6.76082975391962e+007	(-2.91389236618816e+002dB,-1.31603661223107e+002°)
6.91830970918916e+007	(-2.91589626161684e+002dB,-1.33945349564485e+002°)
7.07945784384117e+007	(-2.91797094019844e+002dB,-1.36336549314495e+002°)
7.24435960074969e+007	(-2.92011832498943e+002dB,-1.38775050313622e+002°)
7.41310241300896e+007	(-2.92234027598814e+002dB,-1.41258777642170e+002°)
7.58577575029162e+007	(-2.92463859638545e+002dB,-1.43785774371756e+002°)
7.76247116628669e+007	(-2.92701503720577e+002dB,-1.46354185761277e+002°)
7.94328234724258e+007	(-2.92947130061596e+002dB,-1.48962244900123e+002°)
8.12830516164076e+007	(-2.93200904206421e+002dB,-1.51608259686018e+002°)
8.31763771102647e+007	(-2.93462987149016e+002dB,-1.54290601136264e+002°)
8.51138038202352e+007	(-2.93733535370651e+002dB,-1.57007692894269e+002°)
8.70963589956055e+007	(-2.94012700814291e+002dB,-1.59758001913121e+002°)
8.91250938133720e+007	(-2.94300630802554e+002dB,-1.62540030191157e+002°)
9.12010839355883e+007	(-2.94597467913645e+002dB,-1.65352307526402e+002°)
9.33254300796964e+007	(-2.94903349821057e+002dB,-1.68193385184105e+002°)
9.54992586021408e+007	(-2.95218409106539e+002dB,-1.71061830424713e+002°)
9.77237220955782e+007	(-2.95542773053527e+002dB,-1.73956221828535e+002°)
1.00000000000000e+008	(-2.95876563425199e+002dB,-1.76875145337276e+002°)
